,id,imdb_id,title,recommendations
3124,166,tt0082100,The Party,"[   171  50435  12709  76198  50512  33517  10260  52286  85840   8073
  10051 120942  42726  42513    255     76  30174 424145  21828  40055
  52710]"
3125,1623,tt0080474,Brubaker,"[   547    903  15375  60631  87496   9277  44721 115162  26762 292533
    278  48309 131861  21887   4478    253  32077   2322 118283  33592
 147722]"
3126,40932,tt0080492,Can't Stop the Music,"[  9561  30867  59974 173224  42047  52254  26750  32599  16986 136058
  47105 126423   9397 245527 140595 294221  17912  53079  33725  83581
  20120]"
3127,32027,tt0080500,Carny,"[  686 11521 32077  9089 14612 24153 26332  9315 12239  4413 37094 73515
 68724   103 32331  1945 11308 67866 72251 10868 32020]"
3128,13550,tt0080516,The Changeling,"[ 92287  85420  42470  17599  72447  72460  53950  24634  27622   9542
  10322  94623  85247  11482  15979  31603 144229  11248   5334  71943
 122857]"
3129,13612,tt0080520,Cheech & Chong's Next Movie,"[ 10843  10357 228326  19803  33676  10478   8348  23631  53157  11199
   8068  11006 337154  78133  24254   9292  17926  10061    920  35791
  28677]"
3130,16769,tt0080549,Coal Miner's Daughter,"[277388   8053  53157  45852 373451 264656    820  41154  10479  46931
  29143    241  82696 316000  36349  10398  17729  13842 378195     69
  15163]"
3131,42158,tt0080556,The Competition,"[252067  14741  18904  10269  80320  13689  22051  43529  42159 101185
  42852 111839  25502  32488   3055  47874   1959  10390  43491 288788
  76350]"
3132,27958,tt0080569,Cruising,"[84071  1813  1949 73952 10775  8834 10866 13389 18681 11458 70988  9061
   573 17443  9573 43089 80012 39436 43931 11707 24429]"
3133,86463,tt0082226,D.O.A.,"[ 10871  12245  12767  11851  12890   2212  38017   5765 255756  20283
  10559   2614  18551  18591  57012  10944   1622  66592  24099   1835
   9913]"
3134,1716,tt0080610,The Last Metro,"[ 11876  51447   1651  35717   1628  51980   4274    258   1719  66436
  90563  79435  17044  76350  14650  47119  68864   5070  28286  85840
 279543]"
3135,27059,tt0080634,Divine Madness,"[ 17912  16452  16323  25166 290382  66600  15592 111836  81442  42264
  13516  33166  69428  21711  46105   2261  55951  73941   1284  28466
  39800]"
3136,20681,tt0080641,The Dogs of War,"[ 31618   9717    707  31671  76171   9011 116569  33851  10935   2034
   9509  27418  86838 177677   4375  10005 293167    708    482  47942
  26263]"
3137,57743,tt0219126,The Learning Curve,"[ 36375  18079  83788  34746    968 408626   9277  15542  95375  31692
  73027 102362  52315   4639  13536    573 270005  68979   4787  13830
 242582]"
3138,3172,tt0219965,Bandits,"[ 10075 373355  49007  53296 365222 233639  17593   9076  17360  47952
  55765  42517  42347  95565  18712  18767  42226   4421  25005   4921
  10186]"
3139,1018,tt0166924,Mulholland Drive,"[  1730  10990   2124  52254  75576    793   2252  19058 140897 169917
 382614 346685   9315  10320  44287  20849   5165 252512 119213  29117
 118289]"
3140,25641,tt0206963,My First Mister,"[ 25890  12186  27265  33250  37718 110972  35233  54419  12626  50812
 106143   2312  52772    290  53905  46473  11777  10866   2028  40929
  13539]"
3141,102933,tt0245501,Things Behind the Sun,"[316000  67962  12645  75233  58985  40047  48233  58467  53296  21657
 112456 346763  13763   5817  37900  25167   2115  19610  55144  15697
    786]"
3142,11380,tt0166110,Bones,"[177552 126277  27150  15979  16313  87516  13964 116514  39088   1872
  88863  22910 245891 123431  42466 322922  13022 316727 241554  19349
  96664]"
3143,27396,tt0072732,Brannigan,"[ 24909  26234    982  52364  11209  68744   8197 174645  28415  18711
  32050  56821  10633  47312  10782  10675 288503  61925  92298 324807
 329556]"
3144,26299,tt0061489,Clambake,"[ 18682  18228 109264   2094   8745  18535  18642     69  42783  15734
   7506  32825  40047  18644  18684  31151 341895  18692  43199  11305
  15697]"
3145,984,tt0066999,Dirty Harry,"[ 10649  10650  10648  15393  17689     66   8469   9846  18588  20187
  37237   8197  10747   9546   9559  32050   6723 292040  27396   9573
   9461]"
3146,14811,tt0067093,Fiddler on the Roof,"[  9058 120942 424145 140229  12545   2039 100490    912    363 381418
 258751  21035  41843  21210 192145  70489 105833  79757  61686  42485
  33729]"
3147,77670,tt0095428,Kansas,"[   479 353070  31932  14864  31922  27331 429200  23957 152736   8860
 256731  38542  83788 364615  18420  29920  28318 277967    388  27381
  22907]"
3148,55727,tt0087666,Making the Grade,"[ 22688  33025  65203  88451  38295  26823  21721 252067  38132  55059
 110972  11137  43514 313628 121234  20309  25438  32488  77925  13589
  14844]"
3149,9585,tt0102555,Not Without My Daughter,"[157351  17182  20511  43566 170689  52364  16082 256687  44888  12255
   2046  68546  52440 408626  27303 320588 390497 399790  27138   1873
  49429]"
3150,14267,tt0072979,Female Trouble,"[ 53380  30645 265934 209415  42390   1793  46972 120520   8281   9546
   1254 266294   4599   6522  27381  14809 278778  64828   4613  48464
 371449]"
3151,45929,tt0105601,Titanica,"[338544  41843  33796  33511   7096 161267 128206  46636  43450  17100
  86295  29078  98289  61542 145066  25379 126031 113329    597    157
  16436]"
3152,768,tt0120681,From Hell,"[   622  14365  13515 140207   9443 373541  33018  14076   1946 203186
 301233  20115  39261  11033  83579   2668  26504  23437  99261   2212
  40913]"
3153,2100,tt0272020,The Last Castle,"[ 87496    547  25212   4512   1717  74343  36375  50374  64639  47942
  21878  27441  34746   8954  44721  37835 197696  12656  11450   9770
  43626]"
3154,11091,tt0200027,Riding in Cars with Boys,"[290762  13090  41282  47874  36614     99  38073   9716  24070  11191
  13243 284286 387252  11431  62008   4475   9583 120942  12435   2107
   1793]"
3155,3173,tt0263101,Bangkok Dangerous,"[ 56329 102362 340481  53234  50441  18612  10083  51986  14607  21878
  18079  29140  73952  19727  46995  27112  18406  18869  69619  12633
  62835]"
3156,27092,tt0227277,Burnt Money,"[ 90171  21043 394374  71114  18079  32208 139808  11045 101929  84066
   6522 204810  47312  22257  38955  42807  75555    388  95375 137347
 352094]"
3157,23941,tt0217355,Dancing at the Blue Iguana,"[176088  14252  72432  29825  19415  42258   5279 135890   2359  32235
   5067  29117  10990  10860  20156   4883  13195 249397   1622 201088
  72460]"
3158,18192,tt0246628,Focus,"[ 27367 449758  80849  22905  11422  29032  18780  13321  35939  68722
   9075  72431  35954   7862  25037  37720  18613    424  50849  48580
  30298]"
3159,11845,tt0256103,Intimacy,"[  1448  37737  18803  11159  47007  73565 104810   1833  40777  85956
 152584 304850  28356 124972 219435 136437  78281  25648  84727  56077
  14424]"
3160,9081,tt0243017,Waking Life,"[    76 132344  85350   1845  50030  15598 110447   9571  28320    255
 343371  31005  21291  14160   8967 369769  62741 145066 103328  37737
  34614]"
3161,167,tt0272152,K-PAX,"[ 32171  21176   9663   6478   2191  48797 197611  72693  12187  11559
   7348  10163   6950  20526 245703    686   1551  12123    782     97
   1644]"
3162,141,tt0246578,Donnie Darko,"[ 14057  31005  22798 171372  38017  11495    381   1949  43347 303991
  28486  47821  10135 108021  29911   4922  17806  31078   5961  39286
  10390]"
3163,11457,tt0264796,Life as a House,"[282296  31174  33511  14226  23512 130055  10087  55347  15237   8276
   5279  14400  10795  13251 137093    712   4170 198795  51049  12618
  96921]"
3164,10778,tt0243133,The Man Who Wasn't There,"[   379  13536  33557  11368  11775  12498  12596  17133  41283  21052
  21128  83788   1632  18079 163706  78504  11524 189888  23223  35076
  17436]"
3165,78657,tt0236000,Ouch,"[253944   2029  31329  24955  42456  47171  10322  37842 212231  82698
 404791 158445 125623   2861  13971   3542  32622  38770  67429  10749
 132166]"
3166,67385,tt0234988,The Town Is Quiet,"[ 12513 156015  40156    427   4599  14883  12169   4254  60608   7859
 116753 254375  33799  68443  63764  37645 293091  40627    678  61934
    175]"
3167,11088,tt0252503,Heist,"[  7873 139567  10711  26850  14181  64450  52364 352208 118991  37943
  29193  64484  11858  65374  14931  31600  33851   2034   6723  13195
  36514]"
3168,9889,tt0256380,Shallow Hal,"[ 10862   1581  15534  10215  27112 376426 110972  21433 312669  32488
  49844  83754  53857 209406  95046   6639  15019   3573  95820 319632
   9576]"
3169,133115,tt0246072,Maze,"[122023   4599   4254  13574 252067 357540   2610  24123  73500  21028
  85956  50380  37165  14118  10018  15084  11450    243  82654  65056
  84050]"
3170,45964,tt0080130,When a Stranger Calls,"[ 29695 254193 335676  15979  10004   1272  31701  59738  11075 133339
  43931  39303  33081   4961  12611  99261  10306  56132  16350  48309
  40130]"
3171,671,tt0241527,Harry Potter and the Philosopher's Stone,"[   672    767    674    673    675  12445  12444  32657  11359  10195
  36998  14499  13945 102382 114155    788  32035  10323  63727  52661
  47943]"
3172,17731,tt0245115,The Fluffer,"[406204   9515  46737  15462   9844  24050  19904 158914  24525   4911
  78133  11966  50006  12225 124972  63825 214735 337958   3767 127862
   5002]"
3173,20794,tt0234354,Novocaine,"[   483 277967   7096  44705   8293  29193   9737  13428 318922  10264
   9534  54795    299   1730  12445  33280  28730   5854   1252   9010
    793]"
3174,11469,tt0265087,Black Knight,"[ 20337  13490  11199   6522  28121  16094   7233  93946  16614  11676
  46953  64340   9737   8961  37269 204686  14361   9600  38322  12129
  11066]"
3175,1535,tt0266987,Spy Game,"[  9461  87496    547  16136  28699 389425  38153   9923  28415  11371
  24411  15414  13703  11169   2100 249070  50177    163  13807    293
   4912]"
3176,1433,tt0256009,The Devil's Backbone,"[ 69278   1551  10163 387801  80105 388256  25875   1417   7978 128637
   1562  11559  81760  16350 201085  34193  10856 338676  28774 316784
  20762]"
3177,1999,tt0247425,In the Bedroom,"[ 43452  50348  15542  16769  48862  28296 108994  25789 347763  22490
 128854 137200   1793   8324 130824 244268 287499 327749  14594  61462
  97614]"
3178,23847,tt0068168,Across 110th Street,"[ 32080 102362  13389  12633  41209  18869  10711  10889  27331  93528
  44751  13201 241239  37835  11018  13536  39779  14786  12473  94741
  69785]"
3179,42258,tt0073233,Katie Tippel,"[ 21035  40072 184323  31995 219435 355890  10436   2753    633  54690
  50066 304850  21135  30496  94901  11876  44099 340481 179066  61578
 154972]"
3180,11834,tt0076221,Jabberwocky,"[282268   4543  14506  32924  54723  51859  15138  84109  36819  15956
  29135  11219 312796  34322 381034   4893  32139  26199     68    177
 381289]"
3181,16085,tt0062994,Funny Girl,"[ 39282  10269  19610  27367 252067  10333  25189  46011     69  43311
  43277  14030  10236 121636  11172 113757 131770  42492  17990 341895
  47616]"
3182,16441,tt0083630,The Beastmaster,"[ 63350  27549 335392  47447 106326  42845  11002  80911  14400  11527
 110420  24264 159704  15156  18843  11395  79466  66035   8292  67659
  83132]"
3183,11422,tt0074899,Midway,"[ 69977 189197    633  29032 227306  22905  18780 449758  18770  25037
 284689  64735  40029 374720  13752  46614  40739  72431   4820  35939
  13922]"
3184,31037,tt0076342,MacArthur,"[ 28290  74436    794  11897 147886  48691  32275  37305  11422  33667
   4460  44691  42567  61564  19049  19496  33728  16241  32143  23928
  72996]"
3185,40739,tt0052415,The Young Lions,"[ 11422  50849  42737   4820    143  29032 449758  22905  48580    633
  52859  30298  18780  25037  43313  94664  13321  33336  40029  35954
   3012]"
3186,10656,tt0090095,Subway,"[ 30352  14931   9322  60672  44690   5375  12395  10170  11521  32631
   4909 198466  33218  94348    507  92272  52894  16432 268171  16771
   5919]"
3187,32847,tt0035140,"Now, Voyager","[ 25502  43307    289  17801  78318  16902  89187  10030  22543   1976
  15019 109614  17496  42852 132725  22971  59424  72272  35896 414453
  20364]"
3188,39938,tt0024264,Little Women,"[43436 39938  1443 79615 73067  2259 38509 31906 16659 87992 17382 21027
 49409 65386 61629 43886 96196 27332  3060 44540   770]"
3189,38766,tt0042539,Halls of Montezuma,"[ 96912  32087  44890  66775  43321  44736  45520  46580  40630  22383
 253344  26175  47939  61049  33642 103299   1049 102091 125413   1815
 102444]"
3190,35284,tt0062673,Anzio,"[ 11422 106017  45520  15876  66775  40739  46614  35580  18770 369885
  43506  61370  10178  33336  44630  43370 109258   4820  49578  20942
  28093]"
3191,72277,tt0076299,The Last Wave,"[ 72432 169917  68309 166271  94529  15714  52254  29193   9729  11020
  85758    793   1847  15375 360551  13580  77765  28486  10398  26719
   1730]"
3192,5781,tt0075824,That Obscure Object of Desire,"[ 15598 120942 339397 424145   8346  14072   2470  15534 319632  14753
  35337   9499  44658   4104  32488 125835  27112  22711  26933 232420
   5558]"
3193,23805,tt0084809,The Toy,"[ 21921 253344  74088  11558   9531  29737   2613  63510   1924  11002
 112739  29464  11185  17207  42634  10322  11395  49081  48003  41852
  20309]"
3194,34388,tt0060437,Funeral in Berlin,"[  4889  15247  37237  11463  26652  35201  13195 224600  25720   4628
   3577  11306   1485  32050  32627    253  33228 304372   8336  17339
  17590]"
3195,11033,tt0080661,Dressed to Kill,"[ 11644  24486  66592  40041   7340  10576   5237 166271   7988  11507
  33018   1124  13195  11601  63311 106682  32166  33592  84628 286372
 373541]"
3196,69716,tt0080671,The Earthling,"[ 10766  24858  31179  83099  80012  42525  30547 144326   1482   4820
  35580  40374 103299 162145  32208  35561  19996 336663   8453   2442
 265349]"
3197,37835,tt0080707,The Exterminator,"[ 13201  60631  13536  61462  27350  81462   2001   8333  20444   9882
 102362 334074  31679  32080    103  13389  21219   9040  18487  10889
  39016]"
3198,33356,tt0080715,The Falls,"[  2160  95190    173 218043  82136  54919 345925   9102  12632  62878
  10540 245703 365942    686 416688  77444  10803 283995  64454  32228
  78088]"
3199,3537,tt0080716,Fame,"[ 64688  65218  28665  12839  16664 142499 110553  74308  61462 243684
  20762  85685  39934  95808   9261 257568  68529  25934  63568  23943
   1646]"
3200,27145,tt0080728,The Aviator's Wife,"[ 37189  54898  10239  64544   9499   9971  37563  11010  45156 116014
 120942   4104  48831  10449 114790  22958  10478  18299  20364  56233
  83994]"
3201,8738,tt0080736,The Final Countdown,"[   173  12611  31459  43367  12778  46158  24266    967 106358  42661
  29592  23518  53654   8737  19761  62655  76875  37921  14677    154
   1687]"
3202,28614,tt0080738,The First Deadly Sin,"[ 42636   1949  11707 240733  13389  46503  37835 169917  13536  29193
  47794  32076  72094 360551  57012  31701   9573  20187    506  10909
  19661]"
3203,3604,tt0080745,Flash Gordon,"[  3632  68064   9482  11188 112090    180   3418  48584   2428  10856
  32985  75641  29453    830  22230  17431  62215  72086   9646  24099
  10658]"
3204,10649,tt0074483,The Enforcer,"[10650 10648   984 15393 17689    66  9846  6723  9573 20187 10753 52661
  9559  5551 18070 28415 10354 11134  9461 37917  8197]"
3205,42566,tt0082350,An Eye for an Eye,"[ 14854  19727 185752    482  10648    916  22590  12310  47354   9604
  31544  42087    494  19086  12715  92272   9462  20802    493 202239
   3485]"
3206,17689,tt0076070,The Gauntlet,"[10650 21866    66 20187 10747 28761 15393  9573  9559  6723 37917   688
  8879 10015 20006 11901    33 10354 10649    70  8197]"
3207,15983,tt0089348,Invasion U.S.A.,"[ 42205  15379  19086  16113  17143  31544 107311  12663  27150  20721
   8427  22590   9561  38950  36955   4893 436352  24825  74518  25212
  36349]"
3208,14854,tt0085862,Lone Wolf McQuade,"[ 90121  20287  21964   2061 290864  26877  18867  10617  15379  13938
 229594  42566 123770   8068 169917    111  65192 127521   7549 120713
  26761]"
3209,299,tt0054135,Ocean's Eleven,"[ 17691  18512 277967  19525    161  42716 173541  17696  39015  21779
 204686  33725    344  43259 330399  69483  13065   7516 281289  47312
  38724]"
3210,31945,tt0093966,The Sicilian,"[ 47493  88818 250756    290  11778  79106  32274  91076   8665   5335
 198466  10220  62131 215373  15148 194736  12310  19621  11450  41843
   9065]"
3211,42160,tt0081568,The Stunt Man,"[ 11387  42607  21362  29911  87417   3681  10896  18869  94393  17200
  92272  21711  14207 144229  18117  31692   2525  10804    344 122023
  58421]"
3212,10650,tt0086383,Sudden Impact,"[17689 10649 10648  9573 21866    66 20187 15393 10747 37917  9559   984
  8879 10015 28761  6723   688 11707 20006    33 11901]"
3213,8007,tt0159273,Behind Enemy Lines,"[369885  45520   3536  14911  22377   9967  10711  10479 193756  12162
  37943  35284   9428  44630  11306  31606 116333  20435  40140  13922
 228150]"
3214,19076,tt0242252,The Affair of the Necklace,"[  2046   8929  27141 124853  81687  44099  10436   6023  34469 299780
  41944   4204   9011  10935 374720 277154   8818  44308  33454  12660
  56077]"
3215,81442,tt0160403,The Independent,"[ 46105 111836  99600  76850   1284 279634   4494 330629  47715  56591
  61752  25626  69428 365187 283827  41647 330037  39061 329833   7446
    307]"
3216,13503,tt0193560,Texas Rangers,"[ 38850   1809  21027 154972  70192  10652  60285  14709  45569 411656
  10821    880 306547  36439  36233  51426 284689 184323  41616    429
  59424]"
3217,161,tt0240772,Ocean's Eleven,"[ 17691  18512 277967  19525    161  42716 173541  17696  39015  21779
 204686  33725    344  43259 330399  69483  13065   7516 281289  47312
  38724]"
3218,8342,tt0283509,No Man's Land,"[  2034  18631  11258   6723 215373  58421  80012  10671  43626   9917
  26268  56913  49261  42903   9057  31692   2088  95565  74639   9331
  27310]"
3219,55479,tt0261066,Piñero,"[ 41209  19616  13990 397717 337154  39349  81462 283698  10688  15199
   1833 161267  13536  61462 424145  14030  54440  12143  35694  69016
  57868]"
3220,4886,tt0037515,And Then There Were None,"[  4883  20482  52362  55767 360551  28614  84071  12201    182  25935
  10398  47794  11313  26657  26286   3594 163706 225525  31701   3580
    793]"
3221,228,tt0020697,The Blue Angel,"[ 18644  31527  65218 121357  64688  14621   9691  16664 267800   8545
  12839   2264  20762  50124  26516    838 297186   8065  74308  68529
  76864]"
3222,23111,tt0087747,Moscow on the Hudson,"[ 15019   4475  44658 320910 357540  27511   4254   8346 120942 417427
  14118    696  15534 116014  35337   2610   4927   2039  91598   5781
 339397]"
3223,42597,tt0066195,The Owl and the Pussycat,"[25189 10269 10333 10236   693 21488 11356 19610 43137 39282  2642 56188
 46059 38362 46830 16085 21055   709 24070 14030 25584]"
3224,194,tt0211915,Amélie,"[ 51072  81342 382501   1555   1826   6691  27204  33491 273169   2882
 337677 206408  85429 332794 120942  13320  29538  51945 157820 110323
  76609]"
3225,1903,tt0259711,Vanilla Sky,"[  1551   1902 218425    180    154    782   9390  80585  37834  11336
 437311  61689  83542    686 282035   7520  37233  11983     74  11074
  22230]"
3226,9523,tt0259393,Lantana,"[   910  29117  11468  10398  10633  46503   8197 225525   4657 227668
  38850 360551  77864    573  12201  10675  22527   1592 161321  14148
 207681]"
3227,9428,tt0265666,The Royal Tenenbaums,"[ 12183 329833    421 181533 396398 116745  37943  10215 209244  13107
  18360  73937 112200  64079  40807 171274   1597 389630  68274  17379
  40562]"
3228,1649,tt0101452,Bill & Ted's Bogus Journey,"[   876   1499  74849 228326 258099  64353  14623 283995   2134  13836
    118  16174  23728    605  11966  57278     75  49519  11548  22379
 322487]"
3229,11938,tt0090852,Clockwise,"[282268  83562  74534    492   8469   9784  27824  20762  23270  26199
   4204    712 409696  15582  18683    623   4613 460822  17720  10170
 110465]"
3230,35201,tt0089283,The Holcroft Covenant,"[ 13195  32050   1485  28943   8336  12633   7988  31018 346079  11372
  25720  21219  69065  62143  94752  30379  31640 389425    393  26652
  73515]"
3231,42724,tt0060714,Morgan: A Suitable Case for Treatment,"[ 11910 184795  29694   5183  47952   2928  18978 140897  47446  14207
  42626   4809   7988  50225 135473  53857  41796  52713  45595 135718
  81434]"
3232,24264,tt0088103,Sheena,"[   876     75 340357   1499  49230  44680  11551  23728  14506 284052
   9067 283995 310135  27549   1649 339967   2687   9954  10596   2982
  19995]"
3233,27150,tt0084684,Silent Rage,"[  1551  26656  10596   8843  30379  50942 339530   8831  12611  15158
   9954  40041 345925  27009   1702  57190  49230  10547  12476  13059
  28774]"
3234,12312,tt0279889,Joe Somebody,"[96631 13680 35458 72505 11340 17889 18893  4579 44054 41559 87826  4599
 89199 32068  5187 13184 76800 45708 13673 76076   804]"
3235,11232,tt0035423,Kate & Leopold,"[ 22230  16633   2080  24750 127585  57943  76170  94590 410970  49530
  79698 330418  45384    648   1499  73624  62385  39449   9294  41154
  18111]"
3236,120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,"[   121    122  49051  57158  71506     58 409696 122917    285  19736
  56931  76757    849    123 293167   8850     18   1361  32657  34203
   1930]"
3237,11086,tt0268995,The Majestic,"[ 39940   1850   5876  46717  11821     38  24807 100042 126432 133694
  30294  14834  31052  93946  48598  44287  47907  41927 282040 325373
 292264]"
3238,453,tt0268978,A Beautiful Mind,"[ 33430  12509 116014  30949  50541  11468  45671  38828  51995    921
  11023 144340 137321 330112  25221 110823   3469  51993  82654  46978
  37718]"
3239,18939,tt0228687,Little Otik,"[ 76638  18919  45397  39195  71864 119172  29787  43680 287903  29937
  12187  20096  21156   5680  18317  21588  79009   1551  68507  65967
 256608]"
3240,11414,tt0051525,The Defiant Ones,"[  1879  10633  51802  33364  28433  29473 173893 235092  29464  28490
  67696  18079  29493   9717  11909 121923   2322  85837 142012  67521
  23102]"
3241,31507,tt0027532,Dodsworth,"[ 27367 116014  12435  54635  43518 158219  40985   1976  28571  17801
  27724  28162 111017  48127  43452  33111 198646   5201 121074  43867
 152748]"
3242,42612,tt0064652,Medium Cool,"[ 28816  21711  26825  94623   2064  25680  31947   5334  12632 342165
 103205   9604  74946    103  41733 266135 363683 172535  46660  13005
 207655]"
3243,18783,tt0036323,Sahara,"[ 66775 139170  21335  10911  42193  27123  43884  46884  18229  17720
  26916  30025  39516  44890 271674  22584 306650 197489 123772  36851
  40739]"
3244,10794,tt0063415,The Party,"[   171  50435  12709  76198  50512  33517  10260  52286  85840   8073
  10051 120942  42726  42513    255     76  30174 424145  21828  40055
  52710]"
3245,43136,tt0052182,Separate Tables,"[ 65550  32847  64079  11426  89187 182756  76714  50066  89463  66035
  78256  17496   6643  41913 391004  31179  16520  14703 110628  46884
  14118]"
3246,45491,tt0105287,Sex and Zen,"[365222 102743   4564 371645  77469   8348  19575  22279  41073  27350
   1406  17379  11469 116745  11076  34196  73515  12310  20471  11653
  10268]"
3247,5052,tt0058672,Topkapi,"[ 26186  46059  80677   9277  16249  10338   2897    344  11843  21755
   5334 235092 111024  74767   3001 110823  49375   9013  10204    817
  15365]"
3248,37257,tt0051201,Witness for the Prosecution,"[19974 61650 22527   910 28486 43829 28526 13526 46503  1592 63505  5185
 13251 68352 17590 15375 25935 43539 25509 49609 78998]"
3249,8489,tt0248667,Ali,"[ 28219  63139 142012  10952     82  36233   5822  12261   9563  17332
  27683  94356   1538 373546   8011  31657 261102  19950   3116    273
 291290]"
3250,855,tt0265086,Black Hawk Down,"[ 12100 291851 412467   1495  13922  15873  11422  10590   4421   2024
  19495  11074  26340    857 297633  10479    612 300673 326285 359471
 208988]"
3251,12660,tt0245046,Charlotte Gray,"[ 11422   9664  51426  38154  45520 449758 284689 392271  22905  13752
   5925  48580   8741  25037 153397    633 374720   9075  16121  27367
  64735]"
3252,10269,tt0086619,Yentl,"[ 10333  25189  19610  10236  16085  42597  61686  38222  39282  14030
  40634  82687  61578  42158   1539  22051  25872  42492  27397 391004
    693]"
3253,5279,tt0280707,Gosford Park,"[ 31174    547 282296  13251 121875  10742   5955  96921  33511   9687
   1847  10795  73952  10491  99040   8276  11788  82939  29193  36730
  19599]"
3254,10950,tt0277027,I Am Sam,"[ 63964  13966   7445  89325  68752  48706 252178  61537   6523  12656
   5955   1788    842  11215    251   8066  37437   9039  49803    547
 362478]"
3255,1365,tt0285742,Monster's Ball,"[ 12498  12596  33557   4441 347031  11518  26506  10436 119374  10862
   9719  15534   9093  23601  65488  21355  41791  24985  59424   9889
 214217]"
3256,6440,tt0120824,The Shipping News,"[  6478   4475  17496   4104  41843    392 132725  11352  50030   9528
 219435   3902   1645   9413 112949  39042 161495  28320  15598   2143
   1443]"
3257,28296,tt0048527,Queen Bee,"[176734  22490  25900  86267  10436 258480  43256   9261    753  37606
  19171  61462  45692 227668 103938 104374    290  53857  41073  55167
  78550]"
3258,42987,tt0057490,The Servant,"[  2516  74544 129553 121895  79180  85765  10338 169782  71395 347033
 170315  24134   1815  20024   5902  80591  36645  61638  92798  54797
 100167]"
3259,61418,tt0105789,The Waterdance,"[ 49622    273   1954  83099  39349    400 251232 108994 321497  43452
  38621   9959 158219  57256    507  41090  18410  13196  19214  24086
 219435]"
3260,27099,tt0242795,Come Undone,"[ 50435 126331 451955   5781  70916  26933 253251  99600  51735 102489
  43635  11490  33570  15534 137182 255890 350845   4781 339397  80470
   1628]"
3261,6312,tt0237534,Brotherhood of the Wolf,"[ 13492  15362  76403   9361  10643  10047  10347   2734  55069 314405
  80440 170689   9501    244  19495 197796   4201 395834  12561 293167
   9562]"
3262,11595,tt0099044,Another 48 Hrs.,"[   150  20287  20802   9085 128241 279690  19143     96   8860   6522
  14765  32669   1049   7015  68979  32029   2075  11048 189888  85242
   9869]"
3263,24166,tt0269746,What Time Is It There?,"[ 36253  54291  57564 209840  11985  53520  12130  15804 191421  83195
  41961 332936  44308  25538  44560  47060   9499  11554  50030  15859
  57005]"
3264,26337,tt0109417,China Moon,"[  9566  82525 273481 171274  14098 255343 288503  29117  55448  61265
 241257 240745 152259   2275  12690  41682   6637  41944  45774  17494
  31701]"
3265,59066,tt0093106,The Umbrella Woman,"[ 10862 120942  44458   7520 283552  73600  22093  22242  18117  40211
  65545    859  59424  15534  70736 248934 392271  52960  14845  41166
  16659]"
3266,77985,tt0087682,Maria's Lovers,"[ 43231  84079  22971 300945  43787  26761  63945  45520 106017  36709
  61686  42086  37774  41842  91261  11121 213857 103199  74717 135473
  20064]"
3267,77074,tt0086205,Romantic Comedy,"[ 24438  20096 337154  77073  14030  17894  62838  41209 101226  26044
  20444  10720  13665  17021   1406  10283  50812 259694  42988  39016
  98125]"
3268,10170,tt0100530,The Russia House,"[25720 33124   667 32627  4923   253 32924 80595   699 47724 12796 62001
 39209  9869  8198 45817 70903 89571 57219 75745   752]"
3269,18317,tt0103129,Truly Madly Deeply,"[ 12187  21596  18727  18032  21539  35151   3007 388256    162  71016
   2239  10326  81760  24750  41817 119172 257975  22279  36807  34376
  39545]"
3270,98491,tt0066585,Wuthering Heights,"[  3084  25095  36597 184795   9364   8014  38019  92413  70881  14328
   9499 160118   1959  11002  41852 297603  51980  27046 112054 324333
 125527]"
3271,26686,tt0077289,California Suite,"[ 25113  10860   2977  15598  98545  66600  42514 353571  11777 130474
  13159  46732  17127  18080 121826 120942   6963 118955  76002  42128
  67022]"
3272,61934,tt0048312,The Long Gray Line,"[ 46189  43266   4599   1793  15824  10511   1262  14160 187219  15598
  37853 264401   4254 173467  42881  43199  14883  94623   2324   3114
  57857]"
3273,27273,tt0083951,The Flight of Dragons,"[ 40246  12278  42242   7096  48464  34615  29493   1361  11244  18500
  68728 149320    712  20638  94623 106938  57479 165108 297603  19877
  12208]"
3274,848,tt0082288,Dragonslayer,"[ 42567  35068  14517 102382  30126  43323  15764  34787  94623  11527
 353746 207655  62143   8840  31947  88309 390734  36819  31506  81188
 272634]"
3275,9610,tt0087078,Conan the Destroyer,"[  9387   9593  83361  84633  27549  13945   8452  58595  26175 144336
    280  72440  11300    861  51227 396643  12310  30126    218   8536
   9604]"
3276,31603,tt0080754,The Formula,"[147106  18019  10274 125313    494  68744    482  69061  13550  21294
   1249   9624  35068  17599  18487   3547  10220  27709  32040  16839
  18167]"
3277,32020,tt0080756,Foxes,"[  4413   1945  52894  14607    274  10998    334  16857   9315    686
  11521 128270  68724  86241   4547  13681  79474 257176  32027  18165
 283330]"
3278,33155,tt0080771,Galaxina,"[ 64627 192577   1381 401222   2157    830 206292    876  76403 248001
    782   6620     75  31448  35610  55792  40593  11379  29799  10690
  81760]"
3279,4965,tt0160399,Impostor,"[  9609   2067  65118    607   3595    169   2155  44043  26300  25557
    846   8843  63460   7551  30379  99372   1551  27018  93560 135397
     18]"
3280,11888,tt0281373,Snow Dogs,"[ 22309   9757  14561 228326  11176  20726   8487  10599  40624  72431
   9896  16450  55731  16198  56913  11637  23728  72460  13920  14361
  13673]"
